,Age,DailyRate,Education,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MonthlyRupiah,BonusScore,FinalBonus
469,32,1474,4,60,4,2,3,4707,0,3,6,2,4,2,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5831269,165.58248181410676,7793
470,24,535,3,38,3,1,4,2400,0,3,3,3,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2973241,147.2955197173001,3535
471,38,1495,3,76,3,2,3,9824,0,3,18,4,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12170466,160.85571964090627,15802
472,37,446,4,65,3,2,2,6447,0,3,8,2,6,5,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7986868,168.29811189532725,10850
473,49,1245,4,58,2,5,3,19502,1,3,31,5,31,9,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,24160059,289.95569572196825,56547
474,24,691,3,89,4,1,4,2725,1,3,6,3,6,5,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3375867,164.20629984177862,4474
475,26,703,2,66,3,2,2,6272,0,4,6,5,5,3,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7770069,186.7833200076675,11715
476,24,823,2,94,2,1,2,2127,0,4,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2635035,146.64950311913364,3119
477,50,1246,3,99,3,5,2,18200,0,3,32,2,32,5,10,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,22547076,276.882596124811,50392
478,25,622,1,40,3,1,3,2096,0,3,7,1,7,4,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2596630,151.54228461873316,3176
479,24,1287,3,55,3,1,3,2886,1,3,6,4,6,3,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3575322,167.2139190169238,4825
480,30,448,4,74,2,1,1,2033,0,3,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2518583,144.8059670609887,2943
481,34,254,2,83,2,1,4,3622,1,3,6,3,6,5,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4487116,155.83934600768427,5644
482,31,1365,4,46,3,2,1,4233,0,3,9,2,3,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5244054,159.13546231984677,6736
483,35,538,2,54,2,2,4,3681,0,3,9,3,3,2,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4560208,143.65659523533913,5287
484,31,525,4,66,4,2,4,5460,0,4,13,4,7,7,5,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6764123,200.74976943992633,10960
485,27,798,4,66,2,1,3,2187,0,3,6,5,5,3,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2709366,142.44879776223257,3115
486,37,558,3,75,3,2,3,9602,1,3,17,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11895441,169.07711539647454,16234
487,20,959,3,83,2,1,2,2836,0,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3513380,135.37363684081006,3839
488,42,622,4,81,3,2,4,4089,0,3,10,4,10,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5065659,183.44073886317344,7500
489,43,782,4,50,2,4,4,16627,1,3,21,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20598365,192.48428927901455,32004
490,38,362,1,43,3,1,1,2619,0,3,8,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3244549,137.0783540979442,3590
491,43,1001,5,72,3,2,3,5679,1,3,10,3,8,7,4,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7035431,176.37045133228247,10016
492,48,1236,4,40,2,4,1,15402,0,3,21,3,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,19080773,186.33277326736382,28698
493,44,1112,4,50,2,2,3,5985,0,3,10,1,2,2,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7414519,133.48375038454648,7989
494,34,204,3,31,3,1,3,2579,1,3,8,3,8,2,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3194995,158.02962228511214,4075
495,27,1420,1,85,3,1,1,3041,0,3,5,3,4,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3767344,142.94249262117395,4346
496,21,1343,1,49,3,1,3,3447,0,3,3,2,3,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4270317,138.87326241897594,4786
497,44,1315,4,35,3,5,4,19513,1,3,26,2,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,24173687,211.60236303341793,41289
498,22,604,1,69,3,1,3,2773,0,4,3,3,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3435332,163.90542801967365,4545
499,33,1216,4,39,3,2,3,7104,0,3,6,3,5,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8800793,157.34898612152713,11178
500,32,646,4,92,3,2,4,6322,1,3,6,2,6,4,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7832012,169.80824423652518,10735
501,30,160,3,71,3,1,3,2083,0,4,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2580525,149.2710002031821,3109
502,53,238,1,34,3,2,1,8381,0,4,18,2,14,7,8,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10382805,201.43907775644527,16882
503,34,1397,5,42,3,1,4,2691,0,3,10,4,10,9,8,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3333746,163.4993379422042,4399
504,45,306,4,100,3,2,1,4286,0,3,5,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5309713,165.6484465258671,7099
505,26,991,3,71,3,1,4,2659,1,3,3,2,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3294103,163.95040352855762,4359
506,37,482,3,36,3,3,3,9434,0,3,10,2,10,7,7,8,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11687314,193.68175667432195,18271
507,29,1176,2,62,3,2,3,5561,0,3,6,5,6,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6889247,175.82076432456014,9777
508,35,1017,4,82,1,2,4,6646,0,3,17,3,17,11,11,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8233399,174.6521266471282,11607
509,33,1296,3,30,3,2,4,7725,0,4,15,2,13,11,4,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9570119,210.88331045974164,16290
510,54,397,4,88,3,3,2,10725,0,3,16,1,9,7,7,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13286670,193.54715139764403,20757
511,36,913,2,48,2,2,2,8847,1,3,13,2,3,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10960109,164.94491922172546,14592
512,27,1115,4,54,2,1,4,2045,0,3,5,0,4,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2533449,138.19312309213748,2826
513,20,1362,1,32,3,1,3,1009,1,3,1,5,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1250000,158.29825481345273,1597
514,33,1076,3,70,3,1,1,3348,1,3,10,3,10,8,9,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4147671,166.17572008240248,5563
515,35,727,3,41,2,1,3,1281,0,3,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1586967,128.6273194413842,1647
516,23,885,3,58,4,1,1,2819,0,3,5,3,3,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3492319,163.319354171882,4603
517,25,810,3,57,4,2,2,4851,0,4,4,4,3,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6009663,201.95332976605306,9796
518,38,243,4,46,2,2,4,4028,0,4,8,2,7,7,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4990089,191.95190465094757,7731
519,29,806,4,76,1,1,4,2720,0,3,10,5,10,7,2,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3369673,155.24609028297712,4222
520,48,817,1,56,4,2,2,8120,0,3,12,3,2,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10059465,179.51916777507685,14576
521,27,1410,1,71,4,2,4,4647,1,4,6,3,6,5,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5756938,205.90332249564833,9568
522,37,1225,2,80,4,1,4,4680,0,3,4,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5797820,155.0288379213078,7255
523,50,1207,1,74,4,1,3,3221,1,3,20,3,20,8,3,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3990337,194.55047945242652,6266
524,34,1442,3,46,2,3,2,8621,0,3,9,3,8,7,7,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10680129,191.56775826450394,16515
525,24,693,2,65,3,2,3,4577,0,3,4,3,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5670218,160.80235730859653,7359
526,39,408,4,80,2,2,3,4553,0,3,20,4,20,7,11,10,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5640486,194.8398473186412,8871
527,32,929,3,55,3,2,4,5396,0,3,10,2,10,7,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6684836,180.6743367620486,9749
528,50,562,2,50,3,2,3,6796,1,3,18,4,4,3,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8419227,164.69823830986132,11192
529,38,827,4,33,4,2,4,7625,0,3,10,4,9,7,1,8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9446234,182.2809567689299,13898
530,27,608,2,68,3,3,1,7412,0,3,9,3,9,7,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9182359,185.22927967989187,13729
531,32,1018,2,39,3,3,4,11159,0,3,10,6,7,7,7,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13824331,184.26349646779695,20561
532,47,703,4,42,3,2,1,4960,0,3,20,2,7,7,1,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6144698,168.68025378351518,8366
533,40,580,4,48,2,3,1,10475,1,4,20,2,18,13,1,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12976957,238.12750356286477,24943
534,53,970,3,59,4,4,3,14814,0,3,32,3,5,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18352329,198.34313132112354,29382
535,41,427,4,73,2,5,4,19141,0,3,23,2,21,6,12,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23712834,259.78283030443623,49725
536,60,1179,4,84,3,2,1,5405,0,3,10,1,2,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6695986,158.36943905957858,8559
537,27,294,2,32,3,3,1,8793,0,4,9,4,9,7,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10893211,213.69792312192084,18790
538,41,314,3,59,2,5,3,19189,0,3,22,3,22,7,2,10,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23772299,249.67385400059487,47909
539,50,316,4,54,3,1,2,3875,0,3,4,2,2,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4800545,140.01474820808636,5425
540,28,654,2,67,1,1,2,2216,1,3,10,4,7,7,3,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2745292,153.2608686416014,3396
541,36,427,3,63,4,3,1,11713,0,3,10,2,8,7,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14510654,195.45023552260147,22893
542,38,168,3,81,3,3,3,7861,1,3,10,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9738603,171.0970479275373,13449
543,44,381,3,49,1,1,3,3708,0,3,9,5,5,2,1,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4593657,140.06022029828517,5193
544,47,217,3,49,3,4,3,13770,1,3,28,2,22,2,11,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,17058969,254.85433751374043,35093
545,30,501,5,99,3,2,4,5304,0,4,10,2,8,7,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6570862,187.7039115362649,9955
546,29,1396,3,99,3,1,3,2642,0,3,1,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3273043,129.05744171132184,3409
547,42,933,3,57,4,1,3,2759,1,3,7,2,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3417988,146.38460676555957,4038
548,43,775,3,47,2,2,4,6804,0,3,7,5,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8429138,142.96200498487178,9727
549,34,970,2,96,3,2,3,6142,0,3,10,2,5,1,4,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7609019,172.47204428386863,10593
550,23,650,1,37,3,1,1,2500,0,3,5,2,4,3,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3097126,147.53161032100286,3688
551,39,141,3,44,4,2,2,6389,0,3,12,3,8,3,3,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7915015,177.6449617420345,11349
552,56,832,3,81,3,4,4,11103,0,3,30,1,10,7,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13754955,218.02464748444044,24207
553,40,804,1,86,2,1,4,2342,1,4,5,2,4,2,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2901388,167.062679987806,3912
554,27,975,3,55,2,2,1,6811,0,3,9,2,7,6,0,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8437810,166.19002552493077,11319
555,29,1090,3,83,3,1,2,2297,0,3,2,2,2,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2845639,135.38106269029157,3109
556,53,346,3,86,3,2,4,2450,0,3,19,4,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3035183,170.20631629597398,4170
557,35,1225,4,61,3,2,1,5093,0,3,16,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6309465,165.34376593277864,8420
558,32,430,4,80,3,2,4,5309,0,3,10,2,10,8,4,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6577056,175.59521378808242,9322
559,38,268,5,92,3,1,3,3057,1,3,6,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3787166,145.19237170942037,4438
560,34,167,5,32,3,2,1,5121,0,3,7,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6344153,162.72167265460462,8332
561,52,621,4,31,2,4,1,16856,0,3,34,3,34,6,1,16,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20882061,251.1685339222069,42336
562,33,527,4,63,3,1,4,2686,1,3,10,2,10,9,7,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3327552,174.47987356190995,4686
563,25,883,1,32,3,2,4,6180,0,4,6,5,6,5,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7656095,179.6747180300434,11103
564,45,954,2,46,1,2,3,6632,0,3,9,3,8,7,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8216056,165.3609545460072,10966
565,23,310,1,79,4,1,3,3505,0,3,2,3,2,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4342170,138.39333382422944,4850
566,47,719,2,77,4,2,3,6397,1,3,8,2,5,4,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7924926,176.08872563741608,11264
567,34,304,3,60,3,2,4,6274,0,4,6,5,6,5,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7772547,187.8079633836948,11783
568,55,725,3,78,3,5,1,19859,1,3,24,2,5,2,1,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,24602329,227.3564249201006,45150
569,36,1434,4,76,2,3,1,7587,0,3,10,1,10,7,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9399158,172.7287761527845,13104
570,52,715,4,41,3,1,4,4258,0,3,5,3,4,3,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5275025,156.923193475159,6681
571,26,575,2,71,1,1,4,4364,0,3,5,2,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5406343,132.62243916296651,5787
572,29,657,3,66,3,2,3,4335,0,3,11,3,8,7,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5370416,175.36882990055975,7602
573,26,1146,3,38,2,2,1,5326,0,3,6,2,4,3,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6598117,158.7884204271135,8457
574,34,182,4,72,4,1,4,3280,0,3,10,2,4,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4063429,157.05776457120749,5151
575,54,376,4,95,3,2,1,5485,1,3,9,4,5,3,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6795094,157.9610746321818,8664
576,27,829,1,84,3,2,4,4342,0,3,5,3,4,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5379088,165.12522487494957,7169
577,37,571,1,82,3,1,1,2782,1,3,6,3,5,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3446482,155.46770051903968,4325
578,38,240,4,75,4,2,1,5980,1,3,17,2,15,7,4,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7408325,203.26127339711437,12155
579,34,121,4,86,2,1,1,4381,0,3,6,3,6,5,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5427403,135.86942171862407,5952
580,35,384,4,72,3,1,4,2572,0,3,3,1,3,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3186323,143.43906877513976,3689
581,30,921,3,38,1,1,3,3833,0,4,7,2,2,2,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4748513,130.91551706493186,5017
582,40,791,2,38,4,2,2,4244,0,4,8,2,8,7,3,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5257681,201.8143974571619,8565
583,34,1111,2,93,3,2,1,6500,0,3,6,1,3,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8052527,154.099612019647,10016
584,42,570,3,66,3,5,4,18430,0,3,24,4,24,7,14,9,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22832012,268.84533352651107,49548
585,23,1243,3,63,4,1,1,1601,1,4,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1983399,162.51810231997018,2601
586,24,1092,3,60,2,1,2,2694,0,3,1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3337463,140.7703440516274,3792
587,52,1325,4,82,3,2,3,3149,0,4,9,3,5,2,1,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3901140,177.02428257653202,5574
588,50,691,3,64,3,4,3,17639,0,3,30,3,4,3,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,21852081,190.7431532587393,33645
589,29,805,2,36,2,1,1,2319,1,3,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2872894,131.38843196685121,3046
590,33,213,3,49,3,3,3,11691,0,3,14,3,13,9,3,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14483399,204.2553918382298,23879
591,33,118,3,69,3,2,1,5324,0,3,6,3,3,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6595639,159.74252384903778,8504
592,47,202,2,33,3,4,4,16752,1,3,26,3,26,14,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,20753221,264.7816931265171,44356
593,36,676,3,35,3,2,2,5228,0,3,10,2,9,7,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6476710,190.155367216223,9941
594,29,1252,2,81,4,1,3,2700,0,4,10,3,10,7,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3344896,190.53756253537003,5144
595,58,286,4,31,3,5,2,19246,1,3,40,2,31,15,13,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,23842914,296.9238581056026,57145
596,35,1258,4,40,4,1,3,2506,0,3,7,0,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3104559,155.0848104068385,3886
597,42,932,2,43,2,2,4,6062,1,3,8,4,4,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7509911,159.45273247761395,9666
598,28,890,4,46,3,1,3,4382,0,3,5,3,2,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5428642,143.05817371937474,6268
599,36,1041,3,36,3,1,2,2143,0,3,8,2,5,2,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2654856,153.72409222357246,3294
600,32,859,3,98,2,2,3,6162,0,3,14,3,14,13,6,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7633796,167.61532006372033,10328
601,40,720,4,51,2,2,3,5094,0,3,10,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6310704,141.31850109232934,7198
602,30,946,3,52,2,2,4,6877,1,4,12,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8519574,175.35916487189454,12059
603,45,252,3,95,2,1,3,2274,0,3,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2817146,118.66003105113427,2698
604,42,933,3,98,3,2,2,4434,0,3,10,3,9,8,7,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5493062,171.20300186843286,7591
605,38,471,3,45,2,2,1,6288,0,3,13,3,4,3,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7789891,148.90412129009295,9363
606,34,702,4,100,2,1,4,2553,0,3,6,3,5,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3162785,128.9556148962411,3292
607,49,1184,3,43,3,3,4,7654,0,3,9,3,9,8,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9482161,189.58142789765617,14510
608,55,436,1,37,3,2,4,5160,0,3,12,3,9,7,7,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6392468,172.70182226882864,8911
609,43,589,2,94,3,4,1,17159,0,4,22,3,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,21257433,223.790847027245,38400
610,27,269,1,42,2,3,4,12808,1,3,9,3,9,8,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,15867195,179.99910442855,23054
611,35,950,3,59,3,3,3,10221,0,4,17,3,8,5,1,6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12662289,212.8333174365934,21753
612,28,760,4,81,3,2,2,4779,1,4,8,2,8,7,7,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5920466,193.45862467132403,9245
613,34,829,2,88,3,1,4,3737,0,3,4,1,3,2,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4629584,147.59232783692622,5515
614,26,887,2,88,2,1,3,2366,1,3,8,2,8,7,1,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2931120,155.44091247231353,3677
615,27,443,3,50,3,1,4,1706,0,3,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2113479,132.74192686408895,2264
616,51,1318,4,66,3,4,3,16307,0,3,29,2,20,6,4,17,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20201933,234.5947645121563,38255
617,44,625,3,50,3,2,2,5933,0,3,10,2,5,2,2,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7350099,161.71415681217653,9594
618,25,180,1,65,4,1,1,3424,0,3,6,3,4,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4241824,146.2189109228803,5006
619,33,586,3,48,4,2,1,4037,0,4,9,5,9,8,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5001239,199.58500575216473,8057
620,35,1343,1,53,2,1,1,2559,0,3,6,3,6,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3170218,144.76754818140478,3704
621,36,928,2,56,3,2,4,6201,1,3,18,1,18,14,4,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7682111,199.57204698930136,12375
622,32,117,4,73,3,2,4,4403,0,3,8,3,5,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5454658,170.6668720153984,7514
623,30,1012,4,75,2,1,4,3761,0,3,10,3,5,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4659316,142.1464376530481,5346
624,53,661,2,78,2,3,4,10934,1,3,35,3,5,2,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13545590,185.4900440540673,20281
625,45,930,3,74,3,3,1,10761,1,3,18,2,5,4,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13331269,201.2168958179272,21652
626,32,638,2,91,4,2,3,5175,0,3,9,3,5,3,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6411051,164.46246972632622,8510
